time,topic,related,emotion,content,comment
277.50000,7,1,58.0,1,LUL look at the most perfect LUL pyramid x LUL LUL Try like me! Can't without dank meme LUL LUL LUL And now look it will be o very tall LUL LUL LUL LUL Can you do a 5 line pyramid? LUL LUL LUL LUL LUL What about 6 lines now? LUL LUL LUL LUL LUL LUL Try it! Copy it! LUL LUL LUL LUL LUL LUL LUL Here it's 8 LUL LUL LUL LUL LUL LUL LUL LUL it is 9! LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL
278.00000,7,1,58.0,5,LUL look at the most perfect LUL pyramid x LUL LUL Try like me! Can't without dank meme LUL LUL LUL And now look it will be o very tall LUL LUL LUL LUL Can you do a 5 line pyramid? LUL LUL LUL LUL LUL What about 6 lines now? LUL LUL LUL LUL LUL LUL Try it! Copy it! LUL LUL LUL LUL LUL LUL LUL Here it's 8 LUL LUL LUL LUL LUL LUL LUL LUL it is 9! LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL
278.50000,8,2,0,2,-------. ---------.
279.00000,6,2,0.0,5,You need to chill bra
279.33333,7,1,58.0,5,LUL look at the most perfect LUL pyramid x LUL LUL Try like me! Can't without dank meme LUL LUL LUL And now look it will be o very tall LUL LUL LUL LUL Can you do a 5 line pyramid? LUL LUL LUL LUL LUL What about 6 lines now? LUL LUL LUL LUL LUL LUL Try it! Copy it! LUL LUL LUL LUL LUL LUL LUL Here it's 8 LUL LUL LUL LUL LUL LUL LUL LUL it is 9! LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL
279.66667,3,1,0.0,5,@neviilz where are you from?
280.00000,,2,0.0,5,Kapoa
281.00000,7,1,58.0,5,Hi! LUL look at the most perfect LUL pyramid x LUL LUL Try like me! Can't without dank meme LUL LUL LUL And now look it will be o very tall LUL LUL LUL LUL Can you do a 5 line pyramid? LUL LUL LUL LUL LUL What about 6 lines now? LUL LUL LUL LUL LUL LUL Try it! Copy it! LUL LUL LUL LUL LUL LUL LUL Here it's 8 LUL LUL LUL LUL LUL LUL LUL LUL it is 9! LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL
282.00000,8,2,0,2,where is he from
283.00000,8,1,1.0,2,Kappa
284.00000,1,1,-6.0,5,FORSEN SUBS DansGame FORSEN SUBS DansGame FORSEN SUBS DansGame FORSEN SUBS DansGame FORSEN SUBS DansGame FORSEN SUBS DansGame
284.50000,8,2,0.0,2,forsenE
288.00000,7,1,53.0,1,LUL look at the most perfect LUL pyramid x LUL LUL Try like me! Can't without dank meme LUL LUL LUL And now look it will be o very tall LUL LUL LUL LUL Can you do a 5 line pyramid? LUL LUL LUL LUL LUL What about 6 lines now? LUL LUL LUL LUL LUL LUL Try it! Copy it! LUL LUL LUL LUL LUL LUL LUL Here it's 8 LUL LUL LUL LUL LUL LUL LUL LUL it is 9! LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL 1
289.00000,8,1,1.0,2,Kappa
289.50000,7,1,53.0,1,LUL look at the most perfect LUL pyramid x LUL LUL Try like me! Can't without dank meme LUL LUL LUL And now look it will be o very tall LUL LUL LUL LUL Can you do a 5 line pyramid? LUL LUL LUL LUL LUL What about 6 lines now? LUL LUL LUL LUL LUL LUL Try it! Copy it! LUL LUL LUL LUL LUL LUL LUL Here it's 8 LUL LUL LUL LUL LUL LUL LUL LUL it is 9! LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL
290.00000,7,1,58.0,5,LUL look at the most perfect LUL pyramid x LUL LUL Try like me! Can't without dank meme LUL LUL LUL And now look it will be o very tall LUL LUL LUL LUL Can you do a 5 line pyramid? LUL LUL LUL LUL LUL What about 6 lines now? LUL LUL LUL LUL LUL LUL Try it! Copy it! LUL LUL LUL LUL LUL LUL LUL Here it's 8 LUL LUL LUL LUL LUL LUL LUL LUL it is 9! LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL
290.50000,2,2,-1.0,5,Fuckin retarded kid
291.00000,7,1,58.0,5,Hi! LUL look at the most perfect LUL pyramid x LUL LUL Try like me! Can't without dank meme LUL LUL LUL And now look it will be o very tall LUL LUL LUL LUL Can you do a 5 line pyramid? LUL LUL LUL LUL LUL What about 6 lines now? LUL LUL LUL LUL LUL LUL Try it! Copy it! LUL LUL LUL LUL LUL LUL LUL Here it's 8 LUL LUL LUL LUL LUL LUL LUL LUL it is 9! LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL
293.00000,8,2,-1.0,1,DansGame
293.50000,3,1,7.0,1,-.~~ eloiseE ~~ this is not a weeb stream right hiya buddy eloiseE eloiseE 全部ロリは大好きので、一番最高です！ eloiseE nevzZ eloiseE すごい！すごい！本当に高いね？ eloiseE nevzZ nevzZ eloiseE きっと素晴らしいでしょう？ eloiseE nevzZ VoHiYo nevzZ eloiseE リは大リは大はは大 eloiseE nevzZ VoHiYo VoHiYo nevzZ eloiseE 大リは大大リは大 eloiseE nevzZ VoHiYo VoHiYo VoHiYo nevzZ eloiseE >一番最高 eloiseE nevzZ nevzZ nevzZ nevzZ nevzZ nevzZ eloiseE 番最 eloiseE eloiseE eloiseE eloiseE eloiseE eloiseE eloiseE eloiseE eloiseE
294.00000,6,1,1.0,5,perect pyramid PogChamp
294.50000,7,1,58.0,5,LUL look at the most perfect LUL pyramid x LUL LUL Try like me! Can't without dank meme LUL LUL LUL And now look it will be o very tall LUL LUL LUL LUL Can you do a 5 line pyramid? LUL LUL LUL LUL LUL What about 6 lines now? LUL LUL LUL LUL LUL LUL Try it! Copy it! LUL LUL LUL LUL LUL LUL LUL Here it's 8 LUL LUL LUL LUL LUL LUL LUL LUL it is 9! LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL
295.00000,1,1,10.0,5,PogChamp PogChamp PogChamp ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ PogChamp ㅤㅤㅤ PogChamp ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ ㅤㅤ PogChamp PogChamp PogChamp ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ PogChamp ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ ㅤ PogChamp O G C H A M P
295.50000,,2,0,3,PogChamp PogChamp PogChamp ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ PogChamp ㅤㅤㅤ PogChamp ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ ㅤㅤ PogChamp PogChamp PogChamp ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ PogChamp ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ ㅤ PogChamp O G C H A M P
297.00000,7,1,58.0,1,LUL look at the most perfect LUL pyramid x LUL LUL Try like me! Can't without dank meme LUL LUL LUL And now look it will be o very tall LUL LUL LUL LUL Can you do a 5 line pyramid? LUL LUL LUL LUL LUL What about 6 lines now? LUL LUL LUL LUL LUL LUL Try it! Copy it! LUL LUL LUL LUL LUL LUL LUL Here it's 8 LUL LUL LUL LUL LUL LUL LUL LUL it is 9! LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL
297.50000,,2,0,3,MEGALUL
298.00000,8,2,1.0,2,EleGiggle
299.00000,7,1,58.0,1,LUL look at the most perfect LUL pyramid x LUL LUL Try like me! Can't without dank meme LUL LUL LUL And now look it will be o very tall LUL LUL LUL LUL Can you do a 5 line pyramid? LUL LUL LUL LUL LUL What about 6 lines now? LUL LUL LUL LUL LUL LUL Try it! Copy it! LUL LUL LUL LUL LUL LUL LUL Here it's 8 LUL LUL LUL LUL LUL LUL LUL LUL it is 9! LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL
299.50000,2,2,-1.0,1,Youri_boos : Fuckin retarded kid
300.00000,8,1,1.0,1,LUL
300.33333,7,1,58.0,5,LUL look at the most perfect LUL pyramid x LUL LUL Try like me! Can't without dank meme LUL LUL LUL And now look it will be o very tall LUL LUL LUL LUL Can you do a 5 line pyramid? LUL LUL LUL LUL LUL What about 6 lines now? LUL LUL LUL LUL LUL LUL Try it! Copy it! LUL LUL LUL LUL LUL LUL LUL Here it's 8 LUL LUL LUL LUL LUL LUL LUL LUL it is 9! LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL
300.66667,4,1,-6.0,5,CHAT TRIGGERED DansGame CHAT TRIGGERED DansGame CHAT TRIGGERED DansGame CHAT TRIGGERED DansGame CHAT TRIGGERED DansGame CHAT TRIGGERED DansGame
301.00000,7,1,58.0,5,LUL look at the most perfect LUL pyramid x LUL LUL Try like me! Can't without dank meme LUL LUL LUL And now look it will be o very tall LUL LUL LUL LUL Can you do a 5 line pyramid? LUL LUL LUL LUL LUL What about 6 lines now? LUL LUL LUL LUL LUL LUL Try it! Copy it! LUL LUL LUL LUL LUL LUL LUL Here it's 8 LUL LUL LUL LUL LUL LUL LUL LUL it is 9! LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL
302.00000,6,2,0.0,5,PETALUL
302.50000,7,1,53.0,1,LUL look at the most perfect LUL pyramid x LUL LUL Try like me! Can't without dank meme LUL LUL LUL And now look it will be o very tall LUL LUL LUL LUL Can you do a 5 line pyramid? LUL LUL LUL LUL LUL What about 6 lines now? LUL LUL LUL LUL LUL LUL Try it! Copy it! LUL LUL LUL LUL LUL LUL LUL Here it's 8 LUL LUL LUL LUL LUL LUL LUL LUL it is 9! LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL
303.00000,4,1,0.0,5,SMOrc Me ORC SMOrc Me SPAM SMOrc No MODS SMOrc No BAN SMOrc
303.50000,7,1,58.0,5,LUL look at the most perfect LUL pyramid x LUL LUL Try like me! Can't without dank meme LUL LUL LUL And now look it will be o very tall LUL LUL LUL LUL Can you do a 5 line pyramid? LUL LUL LUL LUL LUL What about 6 lines now? LUL LUL LUL LUL LUL LUL Try it! Copy it! LUL LUL LUL LUL LUL LUL LUL Here it's 8 LUL LUL LUL LUL LUL LUL LUL LUL it is 9! LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL
304.00000,6,2,0.0,5,RareBoi RareBoi RareBoi RareBoi RareBoi RareBoi RareBoi RareBoi
304.50000,4,1,-5.0,5,CHAT TRIGGERED DansGame CHAT TRIGGERED DansGame CHAT TRIGGERED DansGame CHAT TRIGGERED DansGame CHAT TRIGGERED DansGame
305.00000,8,2,1.0,2,EleGiggle
305.33333,1,1,1.0,5,@magicamy you still here xd ?
305.66667,7,1,57.0,5,LUL look at the most perfect LUL pyramid x LUL LUL Try like me! Can't without dank meme LUL LUL LUL And now look it will be o very tall LUL LUL LUL LUL Can you do a 5 line pyramid? LUL LUL LUL LUL LUL What about 6 lines now? LUL LUL LUL LUL LUL LUL Try it! Copy it! LUL LUL LUL LUL LUL LUL LUL Here it's 8 LUL LUL LUL LUL LUL LUL LUL LUL it is 9! LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL
307.00000,4,1,-4.0,5,CHAT TRIGGERED DansGame CHAT TRIGGERED DansGame CHAT TRIGGERED DansGame CHAT TRIGGERED DansGame
308.00000,7,1,58.0,5,LUL look at the most perfect LUL pyramid x LUL LUL Try like me! Can't without dank meme LUL LUL LUL And now look it will be o very tall LUL LUL LUL LUL Can you do a 5 line pyramid? LUL LUL LUL LUL LUL What about 6 lines now? LUL LUL LUL LUL LUL LUL Try it! Copy it! LUL LUL LUL LUL LUL LUL LUL Here it's 8 LUL LUL LUL LUL LUL LUL LUL LUL it is 9! LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL
308.50000,2,1,0.0,5,mods save us
309.00000,,2,0.0,5,候選
309.25000,7,1,53.0,5,LUL look at the most perfect LUL pyramid x LUL LUL Try like me! Can't without dank meme LUL LUL LUL And now look it will be o very tall LUL LUL LUL LUL Can you do a 5 line pyramid? LUL LUL LUL LUL LUL What about 6 lines now? LUL LUL LUL LUL LUL LUL Try it! Copy it! LUL LUL LUL LUL LUL LUL LUL Here it's 8 LUL LUL LUL LUL LUL LUL LUL LUL it is 9! LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL
309.50000,4,1,0.0,5,this chat omg
309.75000,1,2,0.0,5,ok i reported channel
310.00000,3,2,-2.0,5,5k ppl watching this retard FailFish
311.00000,7,1,58.0,5,LUL look at the most perfect LUL pyramid x LUL LUL Try like me! Can't without dank meme LUL LUL LUL And now look it will be o very tall LUL LUL LUL LUL Can you do a 5 line pyramid? LUL LUL LUL LUL LUL What about 6 lines now? LUL LUL LUL LUL LUL LUL Try it! Copy it! LUL LUL LUL LUL LUL LUL LUL Here it's 8 LUL LUL LUL LUL LUL LUL LUL LUL it is 9! LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL
311.50000,5,2,-1.0,5,ADHD Syndrome or just down
312.00000,3,2,0.0,5,"@neviilz, changfe title please"
312.50000,4,1,-5.0,5,CHAT TRIGGERED DansGame CHAT TRIGGERED DansGame CHAT TRIGGERED DansGame CHAT TRIGGERED DansGame CHAT TRIGGERED DansGame
318.00000,2,1,-9.0,5,"BrokeBack Heh, Greetings BrokeBack coin Fiery war axe BrokeBack Alexstrasza˘s champion BrokeBack Frothing Berserker BrokeBack Kor'kron Elite BrokeBack Blackwing Corruptor BrokeBack dr 9/9 BrokeBack dr 9/9 again BrokeBack Ragnaros BrokeBack Grommash + Inner rage BrokeBack hmm, well played BrokeBack"
319.00000,2,1,0.0,5,i watch nevilz coz he is good but i mute him coz he s hyperactiive
319.50000,7,1,58.0,5,LUL look at the most perfect LUL pyramid x LUL LUL Try like me! Can't without dank meme LUL LUL LUL And now look it will be o very tall LUL LUL LUL LUL Can you do a 5 line pyramid? LUL LUL LUL LUL LUL What about 6 lines now? LUL LUL LUL LUL LUL LUL Try it! Copy it! LUL LUL LUL LUL LUL LUL LUL Here it's 8 LUL LUL LUL LUL LUL LUL LUL LUL it is 9! LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL
320.00000,2,1,-2.0,5,He is from Greece BrokeBack BrokeBack
320.50000,1,1,10.0,5,PogChamp PogChamp PogChamp ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ PogChamp ㅤㅤㅤ PogChamp ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ ㅤㅤ PogChamp PogChamp PogChamp ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ PogChamp ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ ㅤ PogChamp O G C H A M P
321.00000,4,1,-1.0,5,My chat experience BibleThump
323.00000,2,2,0.0,5,im out of here fucktard..
326.00000,8,1,1.0,2,Kappa
329.00000,8,2,1.0,2,EleGiggle
329.50000,3,1,1.0,1,@neviilz Hey pwny how are you this morning? :D
330.00000,5,1,8.0,5,IRAQ Kappa IRAQ Kappa IRAQ Kappa IRAQ Kappa IRAQ Kappa IRAQ Kappa IRAQ Kappa IRAQ Kappa
330.25000,6,2,0.0,5,"Guys who have the quest in the 80 coins, help open the final quarter in Karazhan Rockford # 2518"
330.50000,8,1,1.0,2,LUL
330.75000,,2,0,3,MEGALUL
331.00000,2,1,1.0,1,60.000 viewers PogChamp
333.00000,2,1,0.0,5,this chat experience is almost as autistic as the broadcaster himself
334.00000,8,1,1.0,2,Kappa
334.33333,3,1,0.0,1,INHALE FeelsAmazingMan Exhale FeelsGoodMan INHALE FeelsAmazingMan Exhale FeelsGoodMan INHALE FeelsAmazingMan Exhale FeelsGoodMan INHALE FeelsAmazingMan Exhale FeelsGoodMan INHALE FeelsAmazingMan Exhale FeelsGoodMan INHALE FeelsAmazingMan Exhale FeelsGoodMan INHALE FeelsAmazingMan Exhale FeelsGoodMan INHALE FeelsAmazingMan Exhale FeelsGoodMan INHALE FeelsAmazingMan Exhale FeelsGoodMan INHALE FeelsAmazingMan Exhale FeelsGoodMan INHALE FeelsAmazingMan Exhale FeelsGoodMan
334.66667,3,1,-5.0,5,"ResidentSleeper ""Alright, voice crack, I guess"" ResidentSleeper ""Haven't yelled in a while, let's yell"" ResidentSleeper ""Autism isn't that good, but alright"" ResidentSleeper"
336.00000,5,2,0.0,5,MEGALUL
336.50000,,2,0,3,Don't google it MEGALUL
337.00000,2,2,-1.0,5,MAAAN can u do this weird camera thing again PLEEEEASEEE!!!
339.00000,7,2,-2.0,5,why are there so many people watching this shit NotLikeThis
340.00000,2,2,0.0,1,7:27 Youri_boos: im out of here fucktard..
343.00000,,1,1.0,5,heal?
345.00000,3,1,0.0,1,INHALE FeelsAmazingMan Exhale FeelsGoodMan
346.00000,4,1,-1.0,5,CHAT TRIGGERED DansGame
347.00000,5,2,0.0,5,forsenSheffy german forsenSheffy best forsenSheffy we forsenSheffy never forsenSheffy lose forsenSheffy
347.33333,3,2,-2.0,1,Kerthz : 5k ppl watching this retard FailFish
347.66667,3,1,1.0,5,yogg medivh priest PogChamp i mean shaman ResidentSleeper EleGiggle
348.00000,4,1,-5.0,5,CHAT TRIGGERED DansGame CHAT TRIGGERED DansGame CHAT TRIGGERED DansGame CHAT TRIGGERED DansGame CHAT TRIGGERED DansGame
349.00000,3,1,1.0,5,@neviilz nice play forsen Keepo
349.50000,5,1,2.0,5,He seems calm Kappa
350.00000,,2,0,3,!feels
350.50000,,2,0,3,FeelsBadMan FeelsGoodMan FeelsGreatMan FeelsAmazingMan
351.00000,8,2,0.0,1,sjowYuki
352.00000,8,2,0.0,1,sjowYuki sjowYuki
352.50000,,2,0.0,5,TheeeHEEEEE
353.00000,8,2,0.0,1,sjowYuki sjowYuki sjowYuki
355.00000,5,2,0.0,5,shaman
355.33333,,2,0,3,!deck
355.66667,,2,0,3,Current : https://i.gyazo.com/9a65ee5c0b6980680ff7a791a0031ac4.png . For more decks check : bit.ly/HorribleDecksxD / https://twitter.com/NeviilzHS MingLee LUL PogChamp VisLaud :)
356.00000,8,2,0.0,1,sjowYuki sjowYuki
357.00000,6,2,0.0,5,PETALUL
357.50000,3,1,1.0,1,"@neviilz Hey pwny how are you this morning? :D ,"
358.00000,8,2,0.0,1,sjowYuki
359.00000,8,2,0.0,2,SoBayed
361.00000,8,1,1.0,2,PogChamp
361.33333,,2,0,3,PogChamp PogChamp PogChamp ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ PogChamp ㅤㅤㅤ PogChamp ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ ㅤㅤ PogChamp PogChamp PogChamp ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ PogChamp ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ ㅤ PogChamp O G C H A M P
361.66667,3,1,1.0,1,@neviilz Hey pwny how are you this morning? :D
362.00000,2,1,-9.0,5,"BrokeBack Heh, Greetings BrokeBack coin Fiery war axe BrokeBack Alexstrasza˘s champion BrokeBack Frothing Berserker BrokeBack Kor'kron Elite BrokeBack Blackwing Corruptor BrokeBack dr 9/9 BrokeBack dr 9/9 again BrokeBack Ragnaros BrokeBack Grommash + Inner rage BrokeBack hmm, well played BrokeBack"
362.50000,,2,0.0,5,shaymen
363.00000,,2,0.0,5,Shayman
364.00000,8,1,0.0,2,SoBayed SoBayed SoBayed SoBayed SoBayed SoBayed SoBayed
364.50000,,2,0.0,5,shadude
366.00000,4,1,-1.0,5,"@N4bl4, so difficult when CHAT TRIGGERED DansGame"
367.00000,8,2,0.0,2,SoBayed
367.33333,3,1,0.0,1,INHALE FeelsGoodMan EXHALE FeelsGoodMan
367.66667,3,1,1.0,1,"@neviilz Hey pwny how are you this morning? :D ,"
368.00000,8,1,0.0,2,SoBayed SoBayed
369.00000,3,1,-5.0,5,"ResidentSleeper ""Alright, voice crack, I guess"" ResidentSleeper ""Haven't yelled in a while, let's yell"" ResidentSleeper ""Autism isn't that good, but alright"" ResidentSleeper"
369.50000,7,1,2.0,5,how to type Kappa do u mean spell LUL @neviilz
370.00000,8,1,0.0,2,SoBayed SoBayed SoBayed
370.25000,,2,0.0,1,semen
370.50000,8,2,1.0,2,EleGiggle
370.75000,3,1,1.0,1,@neviilz Hey pwny how are you this morning? :D
371.00000,7,1,-1.0,5,Why are there so many people here? BibleThump
371.33333,8,1,0.0,2,SoBayed SoBayed
371.66667,3,1,0.0,1,INHALE FeelsGoodMan EXHALE FeelsGoodMan INHALE FeelsGoodMan EXHALE FeelsGoodMan INHALE FeelsGoodMan EXHALE FeelsGoodMan
372.00000,,2,0,3,!brokback
372.25000,,2,0,3,!lul
372.50000,,2,0,3,XD ▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬▬ ariW haHAA haHAA ariW haHAA ariW haHAA ariW haHAA haHAA ariW haHAA haHAA ariW haHAA ariW haHAA ariW haHAA haHAA ariW haHAA haHAA ariW haHAA ariW haHAA ariW haHAA haHAA ariW ariW haHAA ariW ariW ariW haHAA ariW ariW haHAA ▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬▬
372.75000,6,2,0.0,5,This deck is shit :)
373.00000,8,2,0.0,2,SoBayed
374.00000,6,1,-3.0,5,"@neviilz this chat is retarded , fuk this shit , im out DansGame"
374.50000,6,2,0.0,5,"Guys who have the quest in the 80 coins, help open the final quarter in Karazhan Rockford # 2518"
376.00000,3,1,1.0,1,"@neviilz Hey pwny how are you this morning? :D ,"
376.33333,3,1,-5.0,5,"ResidentSleeper ""Alright, voice crack, I guess"" ResidentSleeper ""Haven't yelled in a while, let's yell"" ResidentSleeper ""Autism isn't that good, but alright"" ResidentSleeper"
376.66667,7,2,-2.0,1,NotLikeThis STARLITE NotLikeThis
379.00000,2,2,-1.0,5,MAAAN can u do this weird camera thing again PLEEEEASEEE!!!
379.50000,4,1,-6.0,5,CHAT TRIGGERED DansGame CHAT TRIGGERED DansGame CHAT TRIGGERED DansGame CHAT TRIGGERED DansGame CHAT TRIGGERED DansGame CHAT TRIGGERED DansGame
380.00000,3,1,1.0,1,@neviilz Hey pwny how are you this morning? :D
384.00000,7,1,58.0,5,LUL look at the most perfect LUL pyramid x LUL LUL Try like me! Can't without dank meme LUL LUL LUL And now look it will be o very tall LUL LUL LUL LUL Can you do a 5 line pyramid? LUL LUL LUL LUL LUL What about 6 lines now? LUL LUL LUL LUL LUL LUL Try it! Copy it! LUL LUL LUL LUL LUL LUL LUL Here it's 8 LUL LUL LUL LUL LUL LUL LUL LUL it is 9! LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL
384.33333,,2,0,3,MEGALUL
384.66667,3,1,1.0,1,"@neviilz Hey pwny how are you this morning? :D ,"
389.00000,3,1,1.0,1,@neviilz Hey pwny how are you this morning? :D
389.50000,6,2,0.0,5,guys
390.00000,8,2,1.0,2,EleGiggle
390.33333,3,2,0.0,5,"@neviilz, how much sugar did u have"
390.66667,8,2,0,2,don't
391.00000,2,1,0.0,5,FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE FeelsAmazingMan I FeelsAmazingMan FUCKING FeelsAmazingMan LOVE FeelsAmazingMan COCAINE
392.00000,7,2,1.0,5,like
393.00000,,2,-1.0,5,RIP AF
393.50000,3,1,1.0,1,"@neviilz Hey pwny how are you this morning? :D ,"
394.00000,2,1,-18.0,5,SUPERSPAMMESSAGE BrokeBack SUPERSPAMMESSAGE BrokeBack SUPERSPAMMESSAGE BrokeBack SUPERSPAMMESSAGE BrokeBack SUPERSPAMMESSAGE BrokeBack SUPERSPAMMESSAGE BrokeBack SUPERSPAMMESSAGE BrokeBack SUPERSPAMMESSAGE BrokeBack SUPERSPAMMESSAGE BrokeBack SUPERSPAMMESSAGE BrokeBack SUPERSPAMMESSAGE BrokeBack SUPERSPAMMESSAGE BrokeBack SUPERSPAMMESSAGE BrokeBack SUPERSPAMMESSAGE BrokeBack SUPERSPAMMESSAGE BrokeBack SUPERSPAMMESSAGE BrokeBack SUPERSPAMMESSAGE BrokeBack SUPERSPAMMESSAGE BrokeBack
395.00000,8,2,0,2,this
397.00000,3,1,1.0,1,@neviilz Hey pwny how are you this morning? :D
397.50000,8,1,1.0,2,LUL
398.00000,8,2,0.0,2,MrDestructoid
398.50000,8,2,0.0,2,gg
399.00000,2,1,0.0,1,Inhale FeelsAmazingMan Exhale FeelsAmazingMan Inhale FeelsAmazingMan Exhale FeelsAmazingMan Inhale FeelsAmazingMan Exhale FeelsAmazingMan Inhale FeelsAmazingMan Exhale FeelsAmazingMan Inhale FeelsAmazingMan Exhale FeelsAmazingMan Inhale FeelsAmazingMan Exhale FeelsAmazingMan Inhale FeelsAmazingMan Exhale FeelsAmazingMan Inhale FeelsAmazingMan Exhale FeelsAmazingMan Inhale FeelsAmazingMan Exhale FeelsAmazingMan Inhale FeelsAmazingMan Exhale FeelsAmazingMan
399.33333,3,2,0.0,5,AUTISM
399.66667,8,2,1.0,2,EleGiggle
400.00000,8,2,0.0,2,GG
400.33333,4,1,0.0,5,SMOrc Me ORC SMOrc Me SPAM SMOrc No MODS SMOrc No BAN SMOrc
400.66667,,2,0.0,1,rag inc
401.00000,3,2,0.0,5,way
401.33333,1,1,0.0,5,Forced to watch @Neviilz because Thijs is offline FeelsBadMan
401.66667,6,2,0.0,5,haHAA
402.00000,8,2,0,2,it's
403.00000,3,1,2.0,5,"great, another streamer that wears lipstick Kappa"
403.50000,8,1,-2.0,2,BibleThump BibleThump
404.00000,,2,-1.0,5,DIE INSECT
404.50000,,2,0.0,5,immature
406.00000,8,2,0.0,2,MrDestructoid MrDestructoid MrDestructoid
407.00000,,2,0.0,5,Elemental destruccion
408.00000,3,1,1.0,1,"@neviilz Hey pwny how are you this morning? :D ,"
409.00000,8,2,0.0,2,MrDestructoid
409.50000,8,2,0.0,2,MrDestructoid
410.00000,8,1,-8.0,2,BibleThump BibleThump BibleThump BibleThump BibleThump BibleThump BibleThump BibleThump
